respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label,flag_q6_none_corrected,flag_q9_no_goals,flag_q11_luxury_outlier,Q11_winsorized,Q11_log,flag_q24_skeptic_outlier,Q24_winsorized,Q24_log,flag_q25_label_corrected,data_quality_flag_count,Q1_age_group_enc,Q5_monthly_income_enc,Q7_workout_days_enc,Q14_purchase_frequency_enc,Q25_intent_enc
1108,28-32,Male,Tier_1,Salaried_Private,40k-60k,1,1,0,0,1,0,0,1,0,3-4_days,Commercial_gym,1,0,1,1,0,1,0,1,Yes_occasional,3465,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,Every_6_months,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,2,3,5,5,1,1,0,1,0,0,0,Installed_rarely,3058,Maybe,Casual_Gym_Goer,0,0,0,3465.0,8.150756470275551,0,3058.0,8.025843344150903,0,0,3,3,2,,1
1109,18-22,Female,Metro,Salaried_Private,20k-40k,0,0,0,0,1,0,0,0,0,3-4_days,Commercial_gym,1,0,0,0,1,1,1,0,Yes_influences_purchases,877,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,Every_2-3_months,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,5,4,4,2,0,0,0,1,0,0,0,No_mobile_shopping,1118,Maybe,Budget_Student,0,0,0,877.0,6.777646593635117,0,1118.0,7.020190708311925,0,0,1,2,2,2.0,1
1110,33-35,Female,Metro,Salaried_Private,40k-60k,1,0,1,0,0,1,0,1,0,3-4_days,Outdoors,1,1,0,0,0,1,0,0,Yes_occasional,1207,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,Monthly_or_more,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,3,5,4,5,1,1,0,1,1,0,1,Installed_rarely,1120,Maybe,Casual_Gym_Goer,0,0,0,1207.0,7.0967213784947605,0,1120.0,7.02197642307216,0,0,4,3,2,,1
1111,23-27,Male,Tier_3,Other,40k-60k,1,0,1,0,0,0,0,0,0,5-7_days,Commercial_gym,1,1,0,0,0,0,1,0,Yes_occasional,4142,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,Every_2-3_months,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,3,4,4,3,1,1,1,1,0,0,1,Uses_regularly,4863,Yes,Serious_Athlete,0,0,0,4142.0,8.329175442077402,0,4863.0,8.489616423646003,0,0,2,3,3,2.0,2
1112,23-27,Female,Tier_1,Salaried_Private,40k-60k,1,0,0,0,0,0,1,1,0,3-4_days,Commercial_gym,1,1,1,1,0,0,0,0,Yes_influences_purchases,1767,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,Monthly_or_more,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,2,4,5,4,1,0,1,0,1,0,0,Uses_regularly,2297,Yes,Casual_Gym_Goer,0,0,0,1767.0,7.477604243197589,0,2297.0,7.739794458408701,0,0,2,3,2,,2
1113,28-32,Female,Tier_1,Salaried_Private,20k-40k,1,1,0,0,0,0,0,1,0,1-2_days,Home,1,0,0,1,1,1,0,0,Yes_influences_purchases,2032,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,Every_6_months,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,3,3,1,5,1,0,1,1,0,0,0,Prefers_3rd_party,2212,Maybe,Fashion_First,0,0,0,2032.0,7.617267813628347,0,2212.0,7.70210434005105,0,0,3,2,1,,1
1114,23-27,Female,Tier_1,Student,20k-40k,1,0,0,0,1,0,1,1,0,3-4_days,Commercial_gym,0,0,1,0,1,0,0,0,No,966,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Rarely,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,4,2,5,4,1,0,1,0,0,1,0,Prefers_3rd_party,914,No,Budget_Student,0,0,0,966.0,6.874198495453294,0,914.0,6.818924065275521,0,0,2,2,2,,0
1115,18-22,Male,Tier_2,Student,20k-40k,0,0,0,0,0,1,0,0,0,1-2_days,Home,0,1,1,1,0,1,0,1,No,13014,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,Yearly,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,3,3,5,4,0,0,1,0,1,0,1,Prefers_3rd_party,13876,Yes,Budget_Student,0,0,1,13014.0,9.473857817428666,0,13876.0,9.53798807237101,0,1,1,2,1,1.0,2
1116,28-32,Female,Tier_2,Freelancer,40k-60k,1,0,1,1,0,0,0,1,0,5-7_days,Commercial_gym,0,1,0,1,1,0,0,0,Yes_influences_purchases,2638,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,Every_2-3_months,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,4,3,2,4,1,1,0,0,1,1,0,Prefers_3rd_party,3849,Yes,Serious_Athlete,0,0,0,2638.0,7.878155336503324,0,3849.0,8.25582842728183,0,0,3,3,3,2.0,2
1117,23-27,Male,Metro,Student,20k-40k,1,0,1,0,0,1,0,0,0,5-7_days,Commercial_gym,0,1,0,0,0,0,0,1,No,3876,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,Every_2-3_months,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,4,4,3,3,1,0,1,0,0,0,0,No_mobile_shopping,5629,Maybe,Serious_Athlete,0,0,0,3876.0,8.262816937670928,0,5629.0,8.635864721133736,0,0,2,2,3,2.0,1
1118,28-32,Female,Tier_2,Salaried_Private,40k-60k,0,1,1,1,0,0,1,0,0,0_days,Outdoors,1,1,0,1,0,1,1,0,No,1681,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,Every_2-3_months,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,4,4,2,3,1,1,0,1,0,1,0,Prefers_3rd_party,210,Yes,Outdoor_Enthusiast,0,0,0,1681.0,7.427738840532894,1,283.85,5.351858133476067,0,1,3,3,0,2.0,2
1119,23-27,Male,Metro,Salaried_Private,40k-60k,1,0,1,0,0,1,1,0,0,5-7_days,Home,0,1,0,0,1,0,0,1,Yes_occasional,1928,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,Every_2-3_months,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,3,3,4,4,1,1,1,0,1,0,0,Installed_rarely,2359,Yes,Casual_Gym_Goer,0,0,0,1928.0,7.564757012905729,0,2359.0,7.7664168980196555,0,0,2,3,3,2.0,2
1120,18-22,Female,Tier_2,Salaried_Private,20k-40k,0,0,0,0,0,0,0,1,0,3-4_days,Home,0,0,1,0,0,1,1,1,No,696,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Every_2-3_months,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,4,2,4,5,0,1,0,0,0,0,1,Prefers_3rd_party,643,Maybe,Budget_Student,0,0,0,696.0,6.546785410760524,0,643.0,6.467698726104354,0,0,1,2,2,2.0,1
1121,18-22,Female,Metro,Salaried_Private,80k-100k,1,1,1,1,0,0,0,1,0,3-4_days,Outdoors,0,0,0,1,0,1,0,1,Yes_occasional,14559,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,Monthly_or_more,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,3,5,3,0,0,1,1,1,1,0,Installed_rarely,19533,Yes,Fashion_First,0,0,1,14258.03,9.586033321750676,0,19533.0,9.879911816007422,0,1,1,5,2,,2
1122,23-27,Male,Metro,Business_Owner,60k-80k,1,0,1,0,0,0,0,1,0,5-7_days,Commercial_gym,0,0,0,0,0,0,1,0,No,6334,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,Every_2-3_months,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,4,5,2,4,1,1,1,1,0,0,0,Uses_regularly,11531,Yes,Serious_Athlete,0,0,0,6334.0,8.75384509275524,0,11531.0,9.352881058758292,0,0,2,4,3,2.0,2
1123,23-27,Male,Tier_3,Business_Owner,60k-80k,0,0,1,0,1,1,1,1,0,5-7_days,Dont_workout,1,0,1,0,0,1,0,0,Yes_influences_purchases,2570,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,Every_6_months,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,3,5,2,3,1,1,1,1,0,0,0,No_mobile_shopping,2269,Maybe,Outdoor_Enthusiast,0,0,0,2570.0,7.852050207265889,0,2269.0,7.727535110475448,0,0,2,4,3,,1
1124,23-27,Male,Tier_2,Salaried_Private,20k-40k,0,1,1,0,1,1,0,0,0,3-4_days,Commercial_gym,0,1,1,0,0,0,0,0,Yes_occasional,926,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,Every_2-3_months,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,4,5,5,2,1,1,1,1,0,0,0,Installed_rarely,1342,Yes,Serious_Athlete,0,0,0,926.0,6.831953565565855,0,1342.0,7.202661196523238,0,0,2,2,2,2.0,2
1125,18-22,Female,Metro,Freelancer,Above_100k,0,1,0,0,0,0,0,1,0,3-4_days,Home,1,1,0,0,1,1,1,1,Yes_influences_purchases,8315,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Yearly,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,3,4,3,3,0,0,0,1,0,1,0,Uses_regularly,9516,Yes,Casual_Gym_Goer,0,0,0,8315.0,9.025936648977904,0,9516.0,9.160834952072344,0,0,1,6,2,1.0,2
1126,18-22,Male,Tier_3,Business_Owner,20k-40k,1,0,0,1,0,0,0,1,0,1-2_days,Outdoors,1,0,0,0,0,0,0,0,Yes_occasional,224,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,Every_2-3_months,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,3,3,5,4,0,1,1,1,0,1,0,Installed_rarely,314,Yes,Fashion_First,0,0,0,224.0,5.41610040220442,1,314.0,5.752572638825633,0,1,1,2,1,2.0,2
1127,23-27,Female,Metro,Student,40k-60k,0,1,0,1,0,0,1,1,0,3-4_days,Home,1,0,0,1,0,1,0,1,Yes_influences_purchases,3255,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,Every_6_months,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,3,1,3,5,0,1,0,0,0,0,1,Uses_regularly,4322,Yes,Fashion_First,0,0,0,3255.0,8.08825472712243,0,4322.0,8.371704884667631,0,0,2,3,2,,2
1128,23-27,Male,Tier_1,Salaried_Public,20k-40k,0,0,1,1,0,1,0,0,0,5-7_days,Commercial_gym,1,0,1,0,0,1,0,1,No,1962,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,Rarely,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,4,3,2,3,1,1,1,1,0,0,1,Installed_rarely,2988,No,Outdoor_Enthusiast,0,0,0,1962.0,7.5822291942764615,0,2988.0,8.002694162283937,0,0,2,2,3,,0
1129,23-27,Female,Tier_2,Student,Below_20k,0,1,0,0,0,1,0,1,0,1-2_days,Outdoors,1,0,0,0,0,0,0,1,Yes_occasional,1547,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,Every_2-3_months,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3,4,5,4,1,1,0,0,0,1,0,Prefers_3rd_party,1811,Yes,Fashion_First,0,0,0,1547.0,7.344719054149673,0,1811.0,7.502186486602924,0,0,2,1,1,2.0,2
1130,28-32,Non_binary,Metro,Student,40k-60k,1,1,1,0,0,0,0,0,0,3-4_days,Home,0,0,0,1,0,0,0,1,Yes_influences_purchases,1011,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,Monthly_or_more,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,2,5,5,4,0,0,1,1,0,0,0,Uses_regularly,1812,No,Budget_Student,0,0,0,1011.0,6.919683849847411,0,1812.0,7.502738210754851,0,0,3,3,2,,0
1131,18-22,Male,Tier_1,Student,Below_20k,0,0,0,0,0,1,0,1,0,3-4_days,Dont_workout,0,0,0,0,1,0,1,1,No,407,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,Monthly_or_more,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,3,2,4,3,1,1,1,0,0,0,1,Installed_rarely,373,No,Budget_Student,0,0,0,407.0,6.0112671744041615,1,373.0,5.924255797414532,0,1,1,1,2,,0
1132,33-35,Male,Tier_1,Salaried_Private,20k-40k,0,1,0,0,0,0,1,0,0,1-2_days,Outdoors,0,1,0,1,0,1,0,1,Yes_influences_purchases,2165,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,Rarely,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,4,4,5,1,1,1,1,1,0,1,0,Uses_regularly,2671,Maybe,Fashion_First,0,0,0,2165.0,7.680637427560936,0,2671.0,7.890582534656536,0,0,4,2,1,,1
1133,18-22,Male,Metro,Salaried_Private,20k-40k,1,0,1,0,0,1,1,0,0,5-7_days,Sports_club,0,0,0,1,0,0,0,1,No,3173,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,Every_2-3_months,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,4,3,3,3,1,1,1,1,0,1,0,Uses_regularly,6030,Yes,Serious_Athlete,0,0,0,3173.0,8.062747901086354,0,6030.0,8.704668113450987,0,0,1,2,3,2.0,2
1134,18-22,Male,Tier_1,Salaried_Private,Above_100k,0,1,1,1,0,0,1,0,0,1-2_days,Outdoors,1,0,1,0,1,1,0,1,Yes_influences_purchases,6917,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Monthly_or_more,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,5,3,1,3,1,1,1,1,0,1,1,Prefers_3rd_party,6055,Yes,Outdoor_Enthusiast,0,0,0,6917.0,8.841881989497114,0,6055.0,8.708804795117285,0,0,1,6,1,,2
1135,23-27,Female,Metro,Student,40k-60k,1,0,0,0,0,0,1,0,0,3-4_days,Home,0,1,1,0,1,1,0,1,Yes_influences_purchases,100,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,Every_6_months,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,4,4,5,0,1,1,1,0,0,0,Prefers_3rd_party,112,Maybe,Budget_Student,0,0,0,100.0,4.61512051684126,1,283.85,4.727387818712341,0,1,2,3,2,,1
1136,28-32,Male,Tier_1,Salaried_Private,80k-100k,0,0,0,0,0,1,1,0,0,1-2_days,Sports_club,0,0,1,1,0,1,0,1,Yes_occasional,3851,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,Every_2-3_months,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,2,3,5,4,0,1,0,1,1,1,0,Prefers_3rd_party,3353,Maybe,Casual_Gym_Goer,0,0,0,3851.0,8.256347772918016,0,3353.0,8.117908942383155,0,0,3,5,1,2.0,1
1137,28-32,Male,Metro,Salaried_Private,80k-100k,1,0,1,0,1,0,0,1,0,3-4_days,Online_virtual,1,0,0,1,0,1,1,1,No,6653,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,Every_6_months,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,5,2,2,5,0,1,1,0,1,0,1,Installed_rarely,7411,Yes,Fashion_First,0,0,0,6653.0,8.802973456578423,0,7411.0,8.91085558740525,0,0,3,5,2,,2
1138,18-22,Male,Metro,Salaried_Private,80k-100k,1,1,0,0,0,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,0,0,0,Yes_influences_purchases,2816,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,Every_2-3_months,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,3,4,4,1,0,0,1,1,0,0,Installed_rarely,3901,Maybe,Casual_Gym_Goer,0,0,0,2816.0,7.943427767876373,0,3901.0,8.269244521183056,0,0,1,5,2,2.0,1
1139,28-32,Male,Tier_1,Salaried_Private,40k-60k,1,0,1,0,1,0,1,0,0,5-7_days,Commercial_gym,0,1,0,0,0,1,1,0,Yes_occasional,4148,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,Every_6_months,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,3,4,3,2,1,1,1,1,0,1,0,Uses_regularly,6877,Yes,Serious_Athlete,0,0,0,4148.0,8.330622620332868,0,6877.0,8.83608319099221,0,0,3,3,3,,2
1140,23-27,Female,Metro,Student,20k-40k,0,1,0,0,0,0,1,0,0,3-4_days,Commercial_gym,0,0,1,0,0,0,0,0,Yes_influences_purchases,3155,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,Every_6_months,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,3,2,4,5,0,1,0,1,0,0,0,Uses_regularly,5991,Yes,Fashion_First,0,0,0,3155.0,8.057060681965766,0,5991.0,8.698180525197055,0,0,2,2,2,,2
1141,23-27,Female,Tier_1,Salaried_Private,20k-40k,1,0,0,0,1,0,1,0,0,3-4_days,Sports_club,1,0,1,0,1,1,0,1,Yes_influences_purchases,1826,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,Every_2-3_months,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,5,5,2,0,1,1,1,1,0,0,Uses_regularly,2650,Yes,Casual_Gym_Goer,0,0,0,1826.0,7.510430556378006,0,2650.0,7.8826922062890254,0,0,2,2,2,2.0,2
1142,23-27,Male,Tier_2,Business_Owner,40k-60k,1,1,0,1,0,0,1,0,0,5-7_days,Outdoors,0,1,1,0,1,1,1,1,No,2624,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,Monthly_or_more,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,3,4,3,3,1,1,1,1,0,0,1,Installed_rarely,3863,Yes,Outdoor_Enthusiast,0,0,0,2624.0,7.872836175025724,0,3863.0,8.259458195332408,0,0,2,3,3,,2
1143,33-35,Male,Tier_2,Salaried_Private,60k-80k,0,0,0,0,0,0,0,1,0,5-7_days,Outdoors,0,0,1,0,1,1,0,0,Yes_occasional,1601,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,Every_2-3_months,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,5,3,4,4,1,0,0,1,0,0,1,Uses_regularly,2422,Yes,Outdoor_Enthusiast,0,0,0,1601.0,7.379008127628304,0,2422.0,7.792761720816526,0,0,4,4,3,2.0,2
1144,18-22,Female,Metro,Salaried_Public,Below_20k,0,1,1,1,0,0,1,0,0,1-2_days,Dont_workout,0,1,1,1,0,0,1,1,Yes_occasional,1203,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,Every_6_months,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,5,3,4,3,1,1,1,0,0,1,1,Prefers_3rd_party,1783,Maybe,Outdoor_Enthusiast,0,0,0,1203.0,7.093404625868766,0,1783.0,7.486613313139955,0,0,1,1,1,,1
1145,28-32,Male,Tier_2,Student,20k-40k,1,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,1,1,0,0,0,1,Yes_occasional,2110,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,Yearly,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,2,3,2,2,1,1,1,0,1,0,0,Installed_rarely,2267,Maybe,Casual_Gym_Goer,0,0,0,2110.0,7.65491704784832,0,2267.0,7.7266536648476425,0,0,3,2,2,1.0,1
1146,28-32,Female,Tier_1,Salaried_Private,60k-80k,1,0,1,0,0,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,0,0,1,No,2542,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,Monthly_or_more,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,2,5,3,1,1,1,1,1,0,0,Prefers_3rd_party,2813,Maybe,Casual_Gym_Goer,0,0,0,2542.0,7.841099765422119,0,2813.0,7.942362237674335,0,0,3,4,2,,1
1147,28-32,Female,Tier_1,Salaried_Private,20k-40k,0,0,1,1,0,1,1,0,0,5-7_days,Outdoors,0,0,0,1,0,1,1,0,Yes_influences_purchases,1691,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,Every_6_months,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,4,2,4,0,1,1,1,1,1,0,Prefers_3rd_party,2418,Yes,Outdoor_Enthusiast,0,0,0,1691.0,7.433666540166168,0,2418.0,7.791109510610028,0,0,3,2,3,,2
1148,28-32,Male,Tier_2,Salaried_Private,Below_20k,1,1,1,1,1,1,1,0,0,5-7_days,Home,0,0,1,0,1,0,0,1,Yes_occasional,1510,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,Every_6_months,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,4,2,3,2,1,0,1,1,1,0,0,Uses_regularly,2862,Yes,Outdoor_Enthusiast,0,0,0,1510.0,7.32052696227274,0,2862.0,7.959625305098115,0,0,3,1,3,,2
1149,28-32,Female,Tier_1,Salaried_Private,20k-40k,0,1,0,0,0,1,0,0,0,3-4_days,Commercial_gym,1,0,0,0,0,1,0,1,Yes_influences_purchases,2559,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,Monthly_or_more,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,3,3,4,4,0,1,0,1,0,1,0,Installed_rarely,3287,Maybe,Fashion_First,0,0,0,2559.0,7.847762537473608,0,3287.0,8.098034756176071,0,0,3,2,2,,1
1150,18-22,Male,Tier_1,Student,20k-40k,1,1,1,0,0,1,0,1,0,1-2_days,Home,0,0,0,1,0,1,0,1,No,854,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,Every_2-3_months,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,5,3,2,1,1,0,1,1,0,1,Prefers_3rd_party,737,Yes,Budget_Student,0,0,0,854.0,6.75110146893676,0,737.0,6.6039438246004725,0,0,1,2,1,2.0,2
1151,18-22,Female,Tier_1,Salaried_Private,20k-40k,0,0,1,1,0,1,0,0,0,5-7_days,Commercial_gym,0,1,0,0,0,1,1,1,Yes_occasional,1042,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,Every_2-3_months,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3,4,3,4,1,0,0,1,0,0,1,Installed_rarely,1502,Maybe,Serious_Athlete,0,0,0,1042.0,6.949856455000773,0,1502.0,7.315218389752975,0,0,1,2,3,2.0,1
1152,18-22,Male,Tier_2,Student,Below_20k,0,1,0,1,0,1,0,0,0,3-4_days,Online_virtual,1,1,0,0,0,0,0,0,Yes_influences_purchases,526,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Monthly_or_more,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,1,4,4,1,1,1,1,0,0,0,Prefers_3rd_party,760,No,Budget_Student,0,0,0,526.0,6.267200548541362,0,760.0,6.634633357861686,0,0,1,1,2,,0
1153,23-27,Male,Tier_3,Salaried_Private,40k-60k,1,0,0,0,0,1,0,1,0,3-4_days,Commercial_gym,0,1,0,0,0,0,1,1,Yes_influences_purchases,1257,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,Yearly,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,4,5,2,3,1,0,0,1,0,1,0,Prefers_3rd_party,1689,Yes,Serious_Athlete,0,0,0,1257.0,7.1372784372603855,0,1689.0,7.432483807917119,0,0,2,3,2,1.0,2
1154,18-22,Male,Tier_1,Business_Owner,80k-100k,1,0,1,1,0,0,0,0,0,5-7_days,Commercial_gym,1,1,1,0,0,0,0,0,Yes_influences_purchases,5622,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,Monthly_or_more,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,2,5,4,5,1,1,1,1,1,1,0,Uses_regularly,5905,Yes,Serious_Athlete,0,0,0,5622.0,8.634620608292202,0,5905.0,8.683724062303869,0,0,1,5,3,,2
1155,18-22,Male,Tier_2,Salaried_Private,20k-40k,0,0,0,0,0,1,0,1,0,3-4_days,Commercial_gym,1,0,0,0,1,0,0,0,Yes_influences_purchases,3977,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,Monthly_or_more,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,4,3,3,5,0,1,1,1,0,1,0,No_mobile_shopping,3484,Maybe,Fashion_First,0,0,0,3977.0,8.288534459413917,0,3484.0,8.156223323194624,0,0,1,2,2,,1
1156,23-27,Male,Tier_1,Business_Owner,Below_20k,1,0,1,1,0,1,0,1,0,5-7_days,Commercial_gym,0,1,0,0,0,0,1,1,Yes_influences_purchases,2147,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,Every_6_months,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,5,5,2,3,1,0,0,0,0,1,0,Prefers_3rd_party,2588,Yes,Serious_Athlete,0,0,0,2147.0,7.672292455628756,0,2588.0,7.859026979751538,0,0,2,1,3,,2
1157,18-22,Male,Tier_2,Salaried_Private,Above_100k,1,0,0,1,1,1,0,0,0,3-4_days,Home,0,1,0,0,0,0,1,1,Yes_occasional,9893,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,Every_2-3_months,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,3,2,3,4,1,0,1,0,1,1,0,Uses_regularly,13273,Yes,Serious_Athlete,0,0,1,9893.0,9.199683791787654,0,13273.0,9.49356251370587,0,1,1,6,2,2.0,2
